Date_time,Mean_temp,Day
2020-01-28T15:40:00Z,28.555500000000002,2020-01-28
2020-01-28T15:50:00Z,28.555500000000002,2020-01-28
2020-01-28T16:00:00Z,28.6545,2020-01-28
2020-01-28T16:10:00Z,28.7045,2020-01-28
2020-01-28T16:20:00Z,28.506,2020-01-28
2020-01-28T16:30:00Z,28.456,2020-01-28
2020-01-28T16:40:00Z,28.4065,2020-01-28
2020-01-28T16:50:00Z,28.357,2020-01-28
2020-01-28T17:00:00Z,28.307499999999997,2020-01-28
2020-01-28T17:10:00Z,28.258,2020-01-28
2020-01-28T17:20:00Z,28.159,2020-01-28
2020-01-28T17:30:00Z,28.109499999999997,2020-01-28
2020-01-28T17:40:00Z,28.0105,2020-01-28
2020-01-28T17:50:00Z,27.961,2020-01-28
2020-01-28T18:00:00Z,27.961,2020-01-28
2020-01-28T18:10:00Z,27.862,2020-01-28
2020-01-28T18:20:00Z,27.813,2020-01-28
2020-01-28T18:30:00Z,27.813,2020-01-28
2020-01-28T18:40:00Z,27.7145,2020-01-28
2020-01-28T18:50:00Z,27.665,2020-01-28
2020-01-28T19:00:00Z,27.5175,2020-01-28
2020-01-28T19:10:00Z,27.4685,2020-01-28
2020-01-28T19:20:00Z,27.4685,2020-01-28
2020-01-28T19:30:00Z,27.369999999999997,2020-01-28
2020-01-28T19:40:00Z,27.369999999999997,2020-01-28
2020-01-28T19:50:00Z,27.3205,2020-01-28
2020-01-28T20:00:00Z,27.3205,2020-01-28
2020-01-28T20:10:00Z,27.3205,2020-01-28
2020-01-28T20:20:00Z,27.3205,2020-01-28
2020-01-28T20:30:00Z,27.2715,2020-01-28
2020-01-28T20:40:00Z,27.2715,2020-01-28
2020-01-28T20:50:00Z,27.369999999999997,2020-01-28
2020-01-28T21:00:00Z,27.369999999999997,2020-01-28
2020-01-28T21:10:00Z,27.2715,2020-01-28
2020-01-28T21:20:00Z,27.2715,2020-01-28
2020-01-28T21:30:00Z,27.2225,2020-01-28
2020-01-28T21:40:00Z,27.2225,2020-01-28
2020-01-28T21:50:00Z,27.2225,2020-01-28
2020-01-28T22:00:00Z,27.2225,2020-01-28
